순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
74,블루버스데이,2022-01-19,"46,533,900",0.0%,"4,394",43,한국,한국,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON"
75,에이비식스 : 테이크 어 챈스,2022-10-05,"43,579,000",0.0%,"4,358",16,한국,한국,씨제이 씨지브이(CJ CGV)(주)
76,4DX 문유,2022-10-12,"33,377,500",0.0%,"3,869",10,한국,한국,씨제이포디플렉스 주식회사
77,살인청부업자,2022-11-03,"28,972,999",0.0%,"3,826",50,한국,한국,(주)피터팬픽쳐스
78,스타게이저: 아스트로스코프,2022-10-27,"70,676,000",0.0%,"3,534",31,한국,한국,CGV ICECON
79,EBS친구들 씽씽 댄스파티,2022-09-20,"20,555,000",0.0%,"3,393",1,한국,한국,(주)에픽캔
81,튜브펫주식회사,2022-12-08,"25,999,499",0.0%,"3,216",55,한국,한국,"(주)지티지그룹,와이드 릴리즈(주)"
82,핑크퐁과 아기상어의 월드투어쇼,2022-05-28,"25,221,000",0.0%,"2,433",39,한국,한국,CGV ICECON
83,부기나이트,2022-04-28,"15,353,370",0.0%,"2,340",23,한국,한국,(주)라온컴퍼니플러스
84,히든,2022-05-25,"12,574,990",0.0%,"1,671",51,한국,한국,(주)박수엔터테인먼트
85,핸썸,2022-07-13,"12,043,500",0.0%,"1,503",37,한국,한국,(주)박수엔터테인먼트
86,뮤지컬,2022-11-02,"25,620,000",0.0%,"1,281",10,한국,한국,주식회사 홍컴퍼니
87,데드캠핑 더라이브,2022-05-12,"5,000,000",0.0%,"1,000",50,한국,한국,"(주)그노스,(주)다날엔터테인먼트"
88,아부쟁이,2022-06-16,"8,617,000",0.0%,896,41,한국,한국,시네마 뉴원
89,콘서트를 지켜라,2022-08-18,"8,126,000",0.0%,826,19,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
90,보통의 용기,2022-06-30,"6,552,600",0.0%,809,8,한국,한국,(주)드림팩트엔터테인먼트
91,포 언투 어스,2022-01-09,"6,750,000",0.0%,750,1,한국,한국,(사)그라시아스합창단
92,오싹한 동거,2022-08-17,"5,120,000",0.0%,542,5,한국,한국,(주)컨택트미디어
93,인연을 긋다,2022-05-26,"3,207,000",0.0%,533,12,한국,한국,시네마 뉴원
94,창극 변강쇠 점 찍고 옹녀,2022-02-03,"4,280,400",0.0%,488,13,한국,한국,(주)이놀미디어
98,팬픽에서 연애까지,2022-12-22,"2,723,500",0.0%,367,18,한국,한국,(주)이놀미디어
99,"천년의 노래, 리버스",2022-01-13,"3,224,300",0.0%,349,10,한국,한국,(주)이놀미디어
100,가무악칠채,2022-03-17,"2,890,000",0.0%,337,10,한국,한국,(주)케빈앤컴퍼니
101,창극 춘향,2022-11-03,"2,787,500",0.0%,316,11,한국,한국,(주)이놀미디어
102,캐리와 슈퍼콜라,2023-01-18,"3,993,000",0.0%,295,474,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
103,젊은 알바의 맛,2022-05-06,"1,291,000",0.0%,261,20,한국,한국,노바엔터테인먼트
103,검스녀 젊은엄마,2022-03-08,"1,316,000",0.0%,261,21,한국,한국,노바엔터테인먼트
105,맛있는 여동생,2022-01-11,"1,315,000",0.0%,259,20,한국,한국,(주)로드하우스
106,"다녀와요, 다녀왔습니다",2022-04-21,"2,175,000",0.0%,247,8,한국,한국,(주)케빈앤컴퍼니
107,두개의 눈,2022-06-23,"1,987,500",0.0%,244,9,한국,한국,(주)이놀미디어
108,마지막부자 최준,2022-05-06,"2,640,000",0.0%,220,1,한국,한국,주식회사 케이엠스타
109,이상한 나라의 아빠,2022-06-22,"2,695,200",0.0%,217,9,한국,한국,(주)더존크리에이티브
110,명색이 아프레걸,2022-05-26,"1,886,500",0.0%,190,9,한국,한국,(주)케빈앤컴퍼니
111,#해시태그,2022-06-01,"2,205,600",0.0%,173,8,한국,한국,(주)더존크리에이티브
112,메이드인세운상가,2022-05-25,"1,164,000",0.0%,114,9,한국,한국,(주)더존크리에이티브
113,인어; 바다를 부른 여인,2022-11-09,"1,466,200",0.0%,106,8,한국,한국,(주)더존크리에이티브
114,밀접접촉,2022-01-28,"500,000",0.0%,100,5,한국,한국,(주)룬컴퍼니
114,정력대왕 시아버지,2022-04-07,"500,000",0.0%,100,5,한국,한국,(주)코빈커뮤니케이션즈
114,애무의 신,2022-05-20,"500,000",0.0%,100,5,한국,한국,(주)룬컴퍼니
114,오피스텔 여대생들,2022-05-25,"500,000",0.0%,100,5,한국,한국,(주)영화사가을
114,둔덕 가시거리,2022-05-06,"500,000",0.0%,100,5,한국,한국,(주)룬컴퍼니
114,둔덕 사돈처녀,2022-03-04,"500,000",0.0%,100,5,한국,한국,(주)룬컴퍼니
114,내 학생의 엄마 6,2022-06-24,"500,000",0.0%,100,5,한국,한국,(주)영화사가을
114,섹스 셰어하우스,2022-06-03,"500,000",0.0%,100,5,한국,한국,(주)코빈커뮤니케이션즈
114,섹스마스터,2022-04-22,"500,000",0.0%,100,5,한국,한국,(주)룬컴퍼니
114,유산으로 남겨준 새엄마,2022-03-02,"500,000",0.0%,100,5,한국,한국,(주)코빈커뮤니케이션즈
114,흑형 : 특별한 영어 수업,2022-08-31,"500,000",0.0%,100,5,한국,한국,(주)영화사가을
114,미용실 유부녀들,2022-04-06,"500,000",0.0%,100,5,한국,한국,(주)영화사가을
114,옆집 부부와 구멍 깐부,2022-02-04,"500,000",0.0%,100,5,한국,한국,(주)코빈커뮤니케이션즈
114,아내의 질문,2022-07-15,"500,000",0.0%,100,5,한국,한국,(주)룬컴퍼니
114,흑형에 빠진 여자들,2022-07-27,"500,000",0.0%,100,5,한국,한국,(주)영화사가을
114,너희 아빠 맛있더라,2022-05-04,"500,000",0.0%,100,5,한국,한국,(주)코빈커뮤니케이션즈
114,구멍친구,2022-08-05,"500,000",0.0%,100,5,한국,한국,(주)룬컴퍼니
114,불량탐정 캠코인,2022-01-21,"500,000",0.0%,100,5,한국,한국,(주)룬컴퍼니
114,노래방 : 화끈한 여자들 3,2022-04-29,"500,000",0.0%,100,5,한국,한국,(주)영화사가을
133,아르코라이브 무용 물속 골리앗,2022-11-16,"668,300",0.0%,45,6,한국,한국,(주)더존크리에이티브
134,뮤지컬 스페셜딜리버리,2022-11-23,"660,000",0.0%,44,6,한국,한국,(주)더존크리에이티브
135,미애언니라고 불러줘,2022-12-08,"338,000",0.0%,38,2,한국,한국,이상우필름
137,깐부(코로나방학소동),2022-11-15,"320,000",0.0%,32,1,한국,한국,스마일픽쳐스
138,물 많은 아줌마의 비밀,2022-09-29,"100,000",0.0%,20,1,한국,한국,(주)이십일세기미디어
138,자매 펜션 : 펜션 맛집,2022-09-29,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,못 참고 삽입한 그날,2022-05-05,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,섹스의 여신,2022-01-06,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,가정부의 걸레질,2022-01-13,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,속살 깊숙이 위로해 주는 여동생,2022-01-20,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,몸으로 대출 갚는 유부녀,2022-02-08,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,퇴폐의 온상 은밀한 만남,2022-02-08,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,스릴 넘치는 그녀의 비밀 섹스,2022-02-22,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,여직원의 직장 상사,2022-03-10,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,배달의 만족 : 그여자의 자취방,2022-03-18,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,유부녀 훔친다 말하는 도둑!,2022-03-28,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,다 조카라 그래,2022-08-26,"100,000",0.0%,20,1,한국,한국,블루커뮤니케이션
138,감금당한 여동생,2022-06-23,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,시아버지를 며느리가 후렸다,2022-06-30,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,끝까지 빨아먹는 그녀,2022-07-07,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,"헌 고추, 새 가지",2022-07-07,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,작업 당한 아줌마,2022-07-28,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,선택! 새엄마와 여동생,2022-08-11,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,과외 선생님을 후렸다,2022-08-25,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,외로워하는 돌싱 이모의 젖은 속살,2022-08-25,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,잘 안 벌려주는 신입 여직원,2022-09-01,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,친구 여친 꼬셔 몰래 삽입,2022-09-02,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,누나보다 맛있는 아줌마,2022-09-09,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,저항할 수 없는 변태 감독님의 손길,2022-10-06,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,어제는 누나 오늘은 여동생,2022-10-14,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,다른 남자의 물 빨아먹는 아내,2022-05-26,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,온 가족 돌려먹기,2022-05-27,"100,000",0.0%,20,1,한국,한국,(주)담화
138,유주얼 섹스펙트 그녀들의 은밀한 노하우,2022-05-30,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,외로움에 벌어진 여자,2022-04-21,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,내가 먼저 깃발 꽂은 예비 신부,2022-10-20,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,스와핑 : 엄마와 딸,2022-10-03,"100,000",0.0%,20,1,한국,한국,(주)영화사가을
138,처제의 욕정 배설구,2022-10-06,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,롱타임노섹스: 알몸 유혹 여동창생,2022-05-27,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,친구 아내 뺏는 왕게임,2022-04-14,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,친언니의 남자,2022-09-22,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,"새로운 집, 섹스 메뉴얼",2022-05-04,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,홧김에 벌려준 유부녀,2022-05-19,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,인류를 위한 번식경쟁 두명 다 줄게,2022-01-25,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,남편 몰래 세입자 가지 먹기,2022-01-13,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,여배우의 유혹,2022-03-03,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,상식개변 성욕 처리는 당연한 일,2022-03-14,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,과장님의 여직원 사용기,2022-03-18,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,홈트레이닝 : 친구의 완벽한 타액,2022-06-09,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,형수의 상상은 현실이 된다,2022-06-10,"100,000",0.0%,20,1,한국,한국,(주)담화
138,욕망의 가정부,2022-07-21,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,여대생의 질문,2022-07-22,"100,000",0.0%,20,1,한국,한국,(주)룬컴퍼니
138,내 가랑이 사이로 들어온 그녀,2022-08-04,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,잘 줄 것 같은 돌싱 누나,2022-08-11,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,다른 놈과 놀아나는 못된 마누라,2022-08-18,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,불륜의 맛이 느껴지는 입술,2022-09-08,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,미용실 유부녀들 무삭제,2022-10-04,"100,000",0.0%,20,1,한국,한국,(주)영화사가을
138,"탐욕, 아내 모르게 이루어진 삽입",2022-05-26,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,변했다! 내 남자의 맛,2022-05-31,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,동생 보며 젖어버린 누나,2022-04-14,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,능숙하게 넣어준 그녀,2022-04-21,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,선배는 연쇄삽입마,2022-04-29,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,막장 부부,2022-09-23,"100,000",0.0%,20,1,한국,한국,(주)나우콘텐츠
138,서로 넣어달라 애원하는 여자들,2022-09-29,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,합의하에 삽입한 친구 여친,2022-09-30,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,가출 유부녀와 집에서..,2022-05-19,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,부하직원 아내의 맛,2022-05-19,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,그녀의 비밀스러운 성,2022-01-27,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,다섯커플의 결혼해 말어,2022-02-11,"100,000",0.0%,20,1,한국,한국,(주)담화
138,그녀의 속살을 훔친 도둑,2022-03-24,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,불쌍한 유부녀 위로하다 넣었어요,2022-07-07,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,야한 이모,2022-07-12,"100,000",0.0%,20,1,한국,한국,(주)나우콘텐츠
138,임신하고 싶다는 며느리,2022-07-12,"100,000",0.0%,20,1,한국,한국,(주)나우콘텐츠
138,술 취해 잠든 유부녀 과장님,2022-07-14,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,엄마 교환,2022-07-25,"100,000",0.0%,20,1,한국,한국,(주)나우콘텐츠
138,첫경험은 죽지 않는다,2022-07-28,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,내 애인과 바꿔 맛본 친구 애인,2022-08-11,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,3대3 친구 애인 스와핑,2022-08-18,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,나의 굿 섹스파트너,2022-09-05,"100,000",0.0%,20,1,한국,한국,주식회사 바나나픽쳐스
138,사이판 로맨스 섹스본능,2022-09-06,"100,000",0.0%,20,1,한국,한국,(주)룬컴퍼니
138,처음인데 너무 아프게 하지 마,2022-09-08,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,거유녀의 섹스 취향,2022-09-15,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,새엄마와 딸,2022-10-04,"100,000",0.0%,20,1,한국,한국,주식회사 바나나픽쳐스
138,위 아래로 거리낌 없이 삽입하는 친구들,2022-10-13,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,삼수생 길들여진 쾌락 과외,2022-04-08,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,새엄마와 젖 큰 여동생,2022-03-18,"100,000",0.0%,20,1,한국,한국,(주)담화
138,또다른 아내,2022-06-16,"100,000",0.0%,20,1,한국,한국,주식회사 플릭스코
138,특이점이 온 사랑,2022-06-09,"100,000",0.0%,20,1,한국,한국,(주)나우콘텐츠
138,마지못해 벌어진 도우미 아줌마,2022-07-21,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,연애 초보 여동생과 섹스한 오빠,2022-09-09,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,오랜만에 만나 섹스한 동창생,2022-10-27,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,윗집 아이 엄마와 내 아이 만들기,2022-10-27,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,변태 교수님의 음흉한 손길,2022-11-03,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,오빠 대물로 느낀 오르가즘,2022-11-03,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,욕망의 골짜기,2022-01-13,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,구멍을 믿지 마세요,2022-01-21,"100,000",0.0%,20,1,한국,한국,(주)이십일세기미디어
138,그녀의 육체 앞에 무너진 이성,2022-02-08,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,그 남자의 삽입,2022-03-03,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,음흉한 아저씨,2022-03-17,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,사랑해서 삽입하는 겁니다,2022-03-24,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,더 맛있는 남의 떡,2022-03-31,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,해야만 한다,2022-08-26,"100,000",0.0%,20,1,한국,한국,블루커뮤니케이션
138,샤워하는데 발가벗고 들어온 그녀,2022-06-15,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,내 아내를 죽이는 대물남,2022-06-16,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,형부 대물 맛을 못 잊는 처제,2022-06-02,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,거유 아줌마의 불륜,2022-07-14,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,내가 먼저 삽입한 친구의 애인,2022-07-21,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,내 아내 같은 맛의 그녀,2022-07-28,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,노는 장모,2022-08-25,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,내 여친을 공유했습니다,2022-09-01,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,불륜 유부남의 아내와 섹스,2022-10-20,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,삽입하기 좋은 날,2022-03-31,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,아들의 여친 아빠의 여친 Ⅱ,2022-04-22,"100,000",0.0%,20,1,한국,한국,(주)담화
138,팬티까지 젖은 그녀의 유혹,2022-04-28,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,섹스 잘하는 여자들,2022-04-07,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,섹스시그널 : 마지막 오르가즘,2022-04-07,"100,000",0.0%,20,1,한국,한국,(주)씨맥스커뮤니케이션즈
138,초변태 수리공 길들이기,2022-04-07,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,야한 세 친구,2022-09-23,"100,000",0.0%,20,1,한국,한국,(주)나우콘텐츠
138,불륜 유부녀의 사정,2022-05-05,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,F컵 농락당하는 여강사,2022-01-18,"100,000",0.0%,20,1,한국,한국,(주)뮤직엔닷컴
138,여대생의 풋풋한 섹스 이야기,2022-02-03,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,짐승남의 거친 사냥법,2022-02-22,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
138,죽어도 섹스,2022-03-10,"100,000",0.0%,20,1,한국,한국,(주)샤이커뮤니케이션즈
